date_of_record,month,season,station_name,state,district,avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,latitude,longitude,rainfall
15/02/2020,February,Winter,Goa / Dabolim Airport,GA,South Goa,27.5,21.4,33.5,9.4,1011.6,42,15.3833,73.8167,5.267532566
20/02/2020,February,Winter,Goa / Dabolim Airport,GA,South Goa,27.3,22.5,33.1,8.1,1011.4,42,15.3833,73.8167,5.267532566
25/02/2020,February,Winter,Goa / Dabolim Airport,GA,South Goa,27.0,22.2,31.5,8.0,1010.3,42,15.3833,73.8167,5.267532566
01/03/2020,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.8,24.1,32.5,7.2,1010.4,42,15.3833,73.8167,5.267532566
06/03/2020,March,Winter,Goa / Dabolim Airport,GA,South Goa,25.6,20.9,29.8,8.4,1011.2,42,15.3833,73.8167,5.267532566
11/03/2020,March,Winter,Goa / Dabolim Airport,GA,South Goa,26.6,20.3,32.7,11.7,1011.3,42,15.3833,73.8167,5.267532566
16/03/2020,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.6,24.1,31.0,11.0,1010.7,42,15.3833,73.8167,5.267532566
21/03/2020,March,Winter,Goa / Dabolim Airport,GA,South Goa,26.4,21.1,31.0,13.0,1011.2,42,15.3833,73.8167,5.267532566
26/03/2020,March,Winter,Goa / Dabolim Airport,GA,South Goa,29.0,26.0,33.3,9.3,1009.4,42,15.3833,73.8167,5.267532566
31/03/2020,March,Winter,Goa / Dabolim Airport,GA,South Goa,29.0,25.5,32.8,8.7,1010.5,42,15.3833,73.8167,5.267532566
05/04/2020,April,Summer,Goa / Dabolim Airport,GA,South Goa,28.9,26.1,32.5,8.1,1011.3,42,15.3833,73.8167,5.267532566
10/04/2020,April,Summer,Goa / Dabolim Airport,GA,South Goa,28.3,23.3,32.9,8.7,1010.3,42,15.3833,73.8167,5.267532566
15/04/2020,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.9,27.5,33.5,8.9,1010.8,42,15.3833,73.8167,5.267532566
20/04/2020,April,Summer,Goa / Dabolim Airport,GA,South Goa,30.3,27.5,34.6,8.9,1008.8,42,15.3833,73.8167,0.0
25/04/2020,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.9,27.4,33.4,9.6,1009.3,42,15.3833,73.8167,5.267532566
30/04/2020,April,Summer,Goa / Dabolim Airport,GA,South Goa,30.8,28.0,34.8,8.4,1009.7,42,15.3833,73.8167,5.267532566
06/05/2020,May,Summer,Goa / Dabolim Airport,GA,South Goa,30.6,28.2,34.4,9.5,1007.8,42,15.3833,73.8167,5.267532566
12/05/2020,May,Summer,Goa / Dabolim Airport,GA,South Goa,30.5,27.6,34.8,9.2,1007.9,42,15.3833,73.8167,5.267532566
17/05/2020,May,Summer,Goa / Dabolim Airport,GA,South Goa,30.4,27.2,35.5,15.8,1005.5,42,15.3833,73.8167,5.267532566
24/05/2020,May,Summer,Goa / Dabolim Airport,GA,South Goa,30.7,28.3,34.2,12.5,1008.1,42,15.3833,73.8167,5.267532566
30/05/2020,May,Summer,Goa / Dabolim Airport,GA,South Goa,30.8,26.9,35.9,10.7,1007.0,42,15.3833,73.8167,5.267532566
04/06/2020,June,Summer,Goa / Dabolim Airport,GA,South Goa,26.6,24.0,28.0,13.3,1009.437663,42,15.3833,73.8167,26.9
09/06/2020,June,Summer,Goa / Dabolim Airport,GA,South Goa,27.4,25.0,30.8,8.1,1007.3,42,15.3833,73.8167,11.9
14/06/2020,June,Summer,Goa / Dabolim Airport,GA,South Goa,28.2,26.5,30.0,14.4,1004.6,42,15.3833,73.8167,68.1
19/06/2020,June,Summer,Goa / Dabolim Airport,GA,South Goa,27.7,25.8,30.0,11.8,1007.3,42,15.3833,73.8167,87.9
24/06/2020,June,Summer,Goa / Dabolim Airport,GA,South Goa,26.7,25.0,29.0,9.8,1005.9,42,15.3833,73.8167,23.9
29/06/2020,June,Summer,Goa / Dabolim Airport,GA,South Goa,27.0,25.7,29.0,6.4,1009.437663,42,15.3833,73.8167,9.9
04/07/2020,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.2,24.4,29.0,8.9,1004.6,42,15.3833,73.8167,87.9
09/07/2020,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.3,25.0,28.0,9.5,1009.437663,42,15.3833,73.8167,54.1
14/07/2020,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.0,23.9,31.19538338,9.432732381,1009.437663,42,15.3833,73.8167,65.0
19/07/2020,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.0,24.5,28.5,5.8,1006.6,42,15.3833,73.8167,97.0
24/07/2020,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.5,20.64734214,31.19538338,9.432732381,1009.437663,42,15.3833,73.8167,5.267532566
29/07/2020,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.3,24.1,29.0,7.6,1005.1,42,15.3833,73.8167,8.9
03/08/2020,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.1,24.1,31.19538338,9.432732381,1009.437663,42,15.3833,73.8167,46.0
08/08/2020,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.7,25.0,29.0,12.0,1007.4,42,15.3833,73.8167,27.9
13/08/2020,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.7,25.1,31.19538338,9.432732381,1009.437663,42,15.3833,73.8167,16.0
18/08/2020,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.8,24.2,29.0,8.3,1006.8,42,15.3833,73.8167,9.9
23/08/2020,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.7,25.0,30.0,9.5,1008.1,42,15.3833,73.8167,11.9
28/08/2020,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.1,24.0,29.0,5.4,1007.6,42,15.3833,73.8167,5.1
02/09/2020,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.9,24.6,31.19538338,9.432732381,1009.437663,42,15.3833,73.8167,0.0
07/09/2020,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.4,23.7,31.19538338,9.432732381,1009.437663,42,15.3833,73.8167,24.9
12/09/2020,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.5,24.6,27.5,7.2,1009.437663,42,15.3833,73.8167,41.9
17/09/2020,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.4,24.0,29.7,6.4,1007.2,42,15.3833,73.8167,8.9
22/09/2020,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.4,24.0,29.0,16.4,1004.5,42,15.3833,73.8167,173.0
27/09/2020,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.9,24.0,29.0,7.3,1009.2,42,15.3833,73.8167,11.9
02/10/2020,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.2,24.7,30.0,10.1,1008.4,42,15.3833,73.8167,0.0
07/10/2020,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.7,25.0,31.0,7.6,1008.9,42,15.3833,73.8167,11.9
12/10/2020,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,24.9,23.5,29.0,6.8,1004.1,42,15.3833,73.8167,11.9
17/10/2020,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,26.2,24.0,29.4,9.6,1006.2,42,15.3833,73.8167,0.0
22/10/2020,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,26.3,24.0,29.0,8.5,1007.2,42,15.3833,73.8167,5.267532566
27/10/2020,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,26.5,24.0,31.9,5.6,1009.8,42,15.3833,73.8167,45.0
01/11/2020,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.2,24.3,32.9,6.2,1010.8,42,15.3833,73.8167,0.0
06/11/2020,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.5,22.9,35.1,8.8,1011.7,42,15.3833,73.8167,5.267532566
11/11/2020,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,26.5,20.4,32.9,9.9,1009.437663,42,15.3833,73.8167,5.267532566
16/11/2020,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.8,22.7,35.4,8.7,1009.4,42,15.3833,73.8167,5.267532566
21/11/2020,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.2,24.0,34.8,7.8,1011.2,42,15.3833,73.8167,5.267532566
26/11/2020,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,26.7,20.0,33.2,8.8,1009.6,42,15.3833,73.8167,5.267532566
01/12/2020,December,Winter,Goa / Dabolim Airport,GA,South Goa,27.7,22.3,33.2,8.2,1012.0,42,15.3833,73.8167,5.267532566
06/12/2020,December,Winter,Goa / Dabolim Airport,GA,South Goa,26.7,19.0,34.7,8.0,1010.3,42,15.3833,73.8167,5.267532566
11/12/2020,December,Winter,Goa / Dabolim Airport,GA,South Goa,26.6,22.0,32.8,6.1,1011.4,42,15.3833,73.8167,23.1
16/12/2020,December,Winter,Goa / Dabolim Airport,GA,South Goa,26.6,20.1,34.0,7.0,1012.3,42,15.3833,73.8167,5.267532566
21/12/2020,December,Winter,Goa / Dabolim Airport,GA,South Goa,26.0,19.4,33.1,10.0,1011.7,42,15.3833,73.8167,5.267532566
26/12/2020,December,Winter,Goa / Dabolim Airport,GA,South Goa,26.6,20.7,33.4,7.4,1011.0,42,15.3833,73.8167,5.267532566
31/12/2020,December,Winter,Goa / Dabolim Airport,GA,South Goa,27.5,22.6,33.0,9.4,1009.8,42,15.3833,73.8167,5.267532566
05/01/2021,January,Winter,Goa / Dabolim Airport,GA,South Goa,27.3,24.6,31.9,9.3,1010.2,42,15.3833,73.8167,0.2
10/01/2021,January,Winter,Goa / Dabolim Airport,GA,South Goa,27.9,24.4,32.0,7.3,1009.1,42,15.3833,73.8167,0.5
15/01/2021,January,Winter,Goa / Dabolim Airport,GA,South Goa,27.7,21.4,33.9,9.3,1009.4,42,15.3833,73.8167,0.0
20/01/2021,January,Winter,Goa / Dabolim Airport,GA,South Goa,27.0,21.5,32.0,7.9,1011.5,42,15.3833,73.8167,0.0
25/01/2021,January,Winter,Goa / Dabolim Airport,GA,South Goa,26.8,20.7,32.9,8.1,1011.9,42,15.3833,73.8167,0.0
30/01/2021,January,Winter,Goa / Dabolim Airport,GA,South Goa,26.7,20.7,33.7,8.5,1011.9,42,15.3833,73.8167,0.0
04/02/2021,February,Winter,Goa / Dabolim Airport,GA,South Goa,26.7,20.9,32.3,8.9,1012.7,42,15.3833,73.8167,0.0
09/02/2021,February,Winter,Goa / Dabolim Airport,GA,South Goa,26.4,19.0,34.6,7.9,1011.7,42,15.3833,73.8167,0.0
14/02/2021,February,Winter,Goa / Dabolim Airport,GA,South Goa,25.8,19.4,31.1,8.5,1012.6,42,15.3833,73.8167,0.0
19/02/2021,February,Winter,Goa / Dabolim Airport,GA,South Goa,26.7,22.9,31.5,8.3,1012.1,42,15.3833,73.8167,0.5
24/02/2021,February,Winter,Goa / Dabolim Airport,GA,South Goa,28.3,23.4,35.0,7.3,1010.3,42,15.3833,73.8167,0.0
01/03/2021,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.4,21.9,32.5,8.4,1011.6,42,15.3833,73.8167,0.0
06/03/2021,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.5,22.8,31.5,9.8,1012.9,42,15.3833,73.8167,0.0
11/03/2021,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.3,23.3,31.0,9.1,1011.6,42,15.3833,73.8167,0.0
16/03/2021,March,Winter,Goa / Dabolim Airport,GA,South Goa,28.3,23.7,33.5,8.4,1010.1,42,15.3833,73.8167,0.0
21/03/2021,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.9,23.7,32.0,9.6,1008.2,42,15.3833,73.8167,0.0
26/03/2021,March,Winter,Goa / Dabolim Airport,GA,South Goa,30.1,25.9,35.0,7.8,1007.9,42,15.3833,73.8167,0.0
31/03/2021,March,Winter,Goa / Dabolim Airport,GA,South Goa,28.5,23.6,32.0,11.3,1006.9,42,15.3833,73.8167,0.0
05/04/2021,April,Summer,Goa / Dabolim Airport,GA,South Goa,28.9,25.8,33.7,15.7,1009.4,42,15.3833,73.8167,0.0
10/04/2021,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.6,26.3,34.6,10.1,1009.2,42,15.3833,73.8167,0.0
15/04/2021,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.3,26.0,33.1,9.1,1010.0,42,15.3833,73.8167,2.6
20/04/2021,April,Summer,Goa / Dabolim Airport,GA,South Goa,30.0,27.8,33.7,12.3,1008.9,42,15.3833,73.8167,0.1
25/04/2021,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.5,25.4,34.3,9.6,1008.6,42,15.3833,73.8167,0.0
30/04/2021,April,Summer,Goa / Dabolim Airport,GA,South Goa,30.2,25.0,35.1,10.9,1008.0,42,15.3833,73.8167,0.0
05/05/2021,May,Summer,Goa / Dabolim Airport,GA,South Goa,29.6,27.0,32.0,11.2,1007.4,42,15.3833,73.8167,0.0
10/05/2021,May,Summer,Goa / Dabolim Airport,GA,South Goa,31.1,28.0,39.0,8.8,1007.1,42,15.3833,73.8167,0.3
15/05/2021,May,Summer,Goa / Dabolim Airport,GA,South Goa,28.8,25.0,34.5,17.1,998.5,42,15.3833,73.8167,7.5
20/05/2021,May,Summer,Goa / Dabolim Airport,GA,South Goa,27.0,25.0,28.7,9.4,1007.1,42,15.3833,73.8167,14.5
25/05/2021,May,Summer,Goa / Dabolim Airport,GA,South Goa,29.4,27.2,32.0,13.7,1006.9,42,15.3833,73.8167,4.2
30/05/2021,May,Summer,Goa / Dabolim Airport,GA,South Goa,28.2,26.0,30.0,10.4,1007.7,42,15.3833,73.8167,13.3
04/06/2021,June,Summer,Goa / Dabolim Airport,GA,South Goa,27.7,25.0,30.0,8.2,1007.5,42,15.3833,73.8167,21.3
09/06/2021,June,Summer,Goa / Dabolim Airport,GA,South Goa,25.4,24.0,27.0,8.8,1007.9,42,15.3833,73.8167,28.6
14/06/2021,June,Summer,Goa / Dabolim Airport,GA,South Goa,25.9,25.0,28.0,17.3,1005.6,42,15.3833,73.8167,99.7
19/06/2021,June,Summer,Goa / Dabolim Airport,GA,South Goa,26.5,25.0,28.0,18.2,1009.3,42,15.3833,73.8167,28.9
24/06/2021,June,Summer,Goa / Dabolim Airport,GA,South Goa,26.7,25.0,30.0,9.1,1009.2,42,15.3833,73.8167,4.3
29/06/2021,June,Summer,Goa / Dabolim Airport,GA,South Goa,27.7,24.0,30.2,6.5,1007.4,42,15.3833,73.8167,1.0
04/07/2021,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.7,25.0,29.9,6.8,1007.8,42,15.3833,73.8167,8.4
09/07/2021,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.6,24.0,27.9,12.0,1004.7,42,15.3833,73.8167,34.9
14/07/2021,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.7,24.0,28.0,17.6,1005.9,42,15.3833,73.8167,55.8
19/07/2021,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,24.9,24.0,27.0,10.0,1007.5,42,15.3833,73.8167,70.3
24/07/2021,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.5,24.6,29.0,15.3,1006.1,42,15.3833,73.8167,13.4
29/07/2021,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.4,24.0,29.2,18.6,1008.4,42,15.3833,73.8167,6.5
03/08/2021,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.6,25.0,29.0,17.9,1010.3,42,15.3833,73.8167,11.9
08/08/2021,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.3,25.0,27.8,8.2,1008.6,42,15.3833,73.8167,4.8
13/08/2021,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.0,25.3,29.0,14.3,1009.1,42,15.3833,73.8167,5.6
18/08/2021,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.4,24.0,26.8,7.7,1007.5,42,15.3833,73.8167,7.8
23/08/2021,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.0,25.0,29.5,6.8,1008.3,42,15.3833,73.8167,1.1
28/08/2021,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.7,23.0,27.1,9.4,1004.9,42,15.3833,73.8167,11.4
02/09/2021,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.2,24.0,28.0,11.0,1007.7,42,15.3833,73.8167,5.4
07/09/2021,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,24.6,23.0,26.0,12.8,1006.8,42,15.3833,73.8167,41.7
12/09/2021,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.7,25.0,29.0,16.3,1006.0,42,15.3833,73.8167,18.9
17/09/2021,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.3,25.0,30.0,8.1,1007.4,42,15.3833,73.8167,2.4
22/09/2021,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.0,24.0,27.8,9.4,1007.1,42,15.3833,73.8167,6.8
27/09/2021,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.4,25.0,28.6,5.7,1004.7,42,15.3833,73.8167,9.0
02/10/2021,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.9,25.4,32.2,8.9,1007.7,42,15.3833,73.8167,2.0
07/10/2021,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.1,24.0,30.2,8.4,1005.8,42,15.3833,73.8167,4.7
12/10/2021,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.2,25.0,29.5,7.6,1006.7,42,15.3833,73.8167,14.4
17/10/2021,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.3,26.0,31.4,6.0,1004.5,42,15.3833,73.8167,0.0
22/10/2021,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.0,25.0,31.0,8.3,1011.2,42,15.3833,73.8167,0.0
27/10/2021,October,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.9,23.4,34.0,9.0,1009.7,42,15.3833,73.8167,0.0
01/11/2021,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.1,25.0,32.0,8.5,1009.7,42,15.3833,73.8167,1.4
06/11/2021,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.2,24.0,31.0,7.5,1008.3,42,15.3833,73.8167,19.1
11/11/2021,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,27.2,23.0,32.0,8.5,1007.7,42,15.3833,73.8167,0.0
16/11/2021,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,26.8,24.0,31.0,10.9,1005.6,42,15.3833,73.8167,13.0
21/11/2021,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,26.9,24.0,30.0,8.7,1008.3,42,15.3833,73.8167,7.5
26/11/2021,November,Post-monsoon,Goa / Dabolim Airport,GA,South Goa,28.1,24.0,33.4,9.9,1010.2,42,15.3833,73.8167,0.0
01/12/2021,December,Winter,Goa / Dabolim Airport,GA,South Goa,27.3,23.0,31.0,11.8,1009.5,42,15.3833,73.8167,7.6
06/12/2021,December,Winter,Goa / Dabolim Airport,GA,South Goa,25.2,20.0,30.2,5.7,1011.9,42,15.3833,73.8167,0.0
11/12/2021,December,Winter,Goa / Dabolim Airport,GA,South Goa,27.8,24.0,33.5,8.9,1012.3,42,15.3833,73.8167,0.1
16/12/2021,December,Winter,Goa / Dabolim Airport,GA,South Goa,27.0,22.4,32.0,11.2,1012.8,42,15.3833,73.8167,0.0
21/12/2021,December,Winter,Goa / Dabolim Airport,GA,South Goa,25.4,20.1,31.4,8.5,1013.7,42,15.3833,73.8167,0.0
26/12/2021,December,Winter,Goa / Dabolim Airport,GA,South Goa,24.7,21.0,28.0,10.8,1013.5,42,15.3833,73.8167,0.0
31/12/2021,December,Winter,Goa / Dabolim Airport,GA,South Goa,28.3,23.2,34.4,13.2,1013.4,42,15.3833,73.8167,0.0
05/01/2022,January,Winter,Goa / Dabolim Airport,GA,South Goa,25.8,20.6,30.9,8.5,1013.0,42,15.3833,73.8167,0.0
10/01/2022,January,Winter,Goa / Dabolim Airport,GA,South Goa,24.5,20.2,29.3,12.9,1012.5,42,15.3833,73.8167,0.0
15/01/2022,January,Winter,Goa / Dabolim Airport,GA,South Goa,24.1,18.3,30.6,7.2,1012.1,42,15.3833,73.8167,0.0
20/01/2022,January,Winter,Goa / Dabolim Airport,GA,South Goa,25.4,19.6,31.3,9.1,1011.1,42,15.3833,73.8167,0.0
25/01/2022,January,Winter,Goa / Dabolim Airport,GA,South Goa,23.0,17.4,28.2,12.1,1010.9,42,15.3833,73.8167,0.0
30/01/2022,January,Winter,Goa / Dabolim Airport,GA,South Goa,26.7,19.6,34.0,10.1,1011.1,42,15.3833,73.8167,0.0
04/02/2022,February,Winter,Goa / Dabolim Airport,GA,South Goa,24.5,20.1,28.3,9.4,1010.7,42,15.3833,73.8167,0.0
09/02/2022,February,Winter,Goa / Dabolim Airport,GA,South Goa,24.3,20.4,30.6,15.1,1011.4,42,15.3833,73.8167,0.0
14/02/2022,February,Winter,Goa / Dabolim Airport,GA,South Goa,26.4,20.7,31.4,9.4,1008.9,42,15.3833,73.8167,0.0
19/02/2022,February,Winter,Goa / Dabolim Airport,GA,South Goa,26.5,21.6,33.6,9.0,1009.9,42,15.3833,73.8167,0.0
24/02/2022,February,Winter,Goa / Dabolim Airport,GA,South Goa,27.3,23.3,31.8,8.4,1013.1,42,15.3833,73.8167,0.0
01/03/2022,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.6,20.5,33.0,8.5,1011.6,42,15.3833,73.8167,0.0
06/03/2022,March,Winter,Goa / Dabolim Airport,GA,South Goa,27.9,22.1,33.8,8.9,1009.5,42,15.3833,73.8167,0.0
11/03/2022,March,Winter,Goa / Dabolim Airport,GA,South Goa,29.1,26.0,33.6,8.6,1009.3,42,15.3833,73.8167,0.0
16/03/2022,March,Winter,Goa / Dabolim Airport,GA,South Goa,28.5,25.7,32.1,8.7,1008.0,42,15.3833,73.8167,0.0
21/03/2022,March,Winter,Goa / Dabolim Airport,GA,South Goa,28.7,26.0,32.1,10.5,1008.1,42,15.3833,73.8167,0.0
26/03/2022,March,Winter,Goa / Dabolim Airport,GA,South Goa,29.1,26.8,31.0,10.2,1010.6,42,15.3833,73.8167,0.0
31/03/2022,March,Winter,Goa / Dabolim Airport,GA,South Goa,29.0,26.2,32.0,10.0,1009.2,42,15.3833,73.8167,0.0
05/04/2022,April,Summer,Goa / Dabolim Airport,GA,South Goa,28.7,24.0,32.8,11.0,1011.4,42,15.3833,73.8167,0.0
10/04/2022,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.8,26.0,33.3,10.9,1008.2,42,15.3833,73.8167,0.5
15/04/2022,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.7,26.0,33.1,9.8,1007.3,42,15.3833,73.8167,0.5
20/04/2022,April,Summer,Goa / Dabolim Airport,GA,South Goa,30.0,27.0,34.0,13.9,1007.6,42,15.3833,73.8167,0.0
25/04/2022,April,Summer,Goa / Dabolim Airport,GA,South Goa,29.3,22.0,32.0,11.4,1007.1,42,15.3833,73.8167,0.0
30/04/2022,April,Summer,Goa / Dabolim Airport,GA,South Goa,30.4,28.1,33.0,11.3,1007.6,42,15.3833,73.8167,0.0
05/05/2022,May,Summer,Goa / Dabolim Airport,GA,South Goa,30.5,28.1,35.4,14.2,1007.7,42,15.3833,73.8167,0.0
10/05/2022,May,Summer,Goa / Dabolim Airport,GA,South Goa,30.1,29.0,32.0,21.2,1004.6,42,15.3833,73.8167,0.1
15/05/2022,May,Summer,Goa / Dabolim Airport,GA,South Goa,29.8,28.0,32.0,15.0,1006.3,42,15.3833,73.8167,0.0
20/05/2022,May,Summer,Goa / Dabolim Airport,GA,South Goa,24.0,23.0,27.0,8.6,1008.2,42,15.3833,73.8167,44.6
25/05/2022,May,Summer,Goa / Dabolim Airport,GA,South Goa,29.2,27.3,32.7,11.2,1008.6,42,15.3833,73.8167,0.9
30/05/2022,May,Summer,Goa / Dabolim Airport,GA,South Goa,29.5,26.2,32.0,15.7,1007.2,42,15.3833,73.8167,1.8
04/06/2022,June,Summer,Goa / Dabolim Airport,GA,South Goa,30.0,28.2,33.0,16.8,1005.7,42,15.3833,73.8167,0.0
09/06/2022,June,Summer,Goa / Dabolim Airport,GA,South Goa,27.9,26.0,30.0,15.7,1006.0,42,15.3833,73.8167,20.7
14/06/2022,June,Summer,Goa / Dabolim Airport,GA,South Goa,27.5,25.6,30.0,8.3,1007.9,42,15.3833,73.8167,2.0
19/06/2022,June,Summer,Goa / Dabolim Airport,GA,South Goa,26.5,25.0,29.0,9.6,1007.2,42,15.3833,73.8167,17.8
24/06/2022,June,Summer,Goa / Dabolim Airport,GA,South Goa,25.2,23.0,29.0,11.8,1005.7,42,15.3833,73.8167,30.4
29/06/2022,June,Summer,Goa / Dabolim Airport,GA,South Goa,25.7,25.0,26.9,9.0,1005.2,42,15.3833,73.8167,22.9
04/07/2022,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.1,24.0,28.1,15.1,1005.2,42,15.3833,73.8167,70.5
09/07/2022,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.5,24.7,28.0,16.8,1005.8,42,15.3833,73.8167,48.0
14/07/2022,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.1,25.3,27.0,17.5,1003.8,42,15.3833,73.8167,32.7
19/07/2022,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.6,24.5,29.0,12.3,1008.0,42,15.3833,73.8167,18.7
24/07/2022,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.5,24.8,28.0,12.3,1007.4,42,15.3833,73.8167,15.2
29/07/2022,July,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.6,25.0,31.0,12.3,1007.6,42,15.3833,73.8167,0.0
03/08/2022,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.7,25.0,28.0,16.6,1003.8,42,15.3833,73.8167,7.2
08/08/2022,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.5,24.0,27.0,19.3,1003.3,42,15.3833,73.8167,40.7
13/08/2022,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.9,24.0,28.0,11.4,1007.5,42,15.3833,73.8167,4.5
18/08/2022,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.6,24.8,29.0,9.0,1009.1,42,15.3833,73.8167,7.2
23/08/2022,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.5,24.9,29.0,13.8,1007.7,42,15.3833,73.8167,21.8
28/08/2022,August,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.8,25.0,29.2,11.4,1007.3,42,15.3833,73.8167,0.0
02/09/2022,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.2,25.0,28.8,7.7,1007.2,42,15.3833,73.8167,16.2
07/09/2022,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.2,25.0,29.0,8.4,1006.7,42,15.3833,73.8167,19.6
12/09/2022,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,25.8,25.0,27.2,18.0,1005.0,42,15.3833,73.8167,29.3
17/09/2022,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.6,24.7,29.0,9.3,1009.1,42,15.3833,73.8167,10.3
22/09/2022,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,26.5,24.0,29.1,6.9,1009.9,42,15.3833,73.8167,1.9
27/09/2022,September,Monsoon,Goa / Dabolim Airport,GA,South Goa,27.2,24.0,30.0,11.0,1008.8,42,15.3833,73.8167,0.2
